Daaji,Through meditation we move from complexity of mind to the simplicity of heart.,Unhappy - Happy,Depression
Daaji,The mind is only at ease when the heart is at peace.,Troubled - Peaceful,Peace
Daaji,"Our destiny can be changed, but only in the present.",Weary - Energetic,Depression
Daaji,We create destiny for ourselves with our everyday thoughts.,Unhappy - Happy,Negativity
Daaji,When we all meditate together we create a subtle field of loving unity.,Unhappy - Happy,Positivity
Daaji,"When we are prayerful, we gradually master the art of listening to the heart.",Restless - Calm,Positivity
Daaji,Listen to the heart carefully and follow it faithfully. Let it be your inner guide.,Confused - Clear,Consciousness
Daaji,"The mind, also known as the subtle body, is the one we have to refine to design our destiny.",Distracted - Focussed,Focus
Daaji,The superficiality of the heart is the mind. The depth of the mind is what we call the heart.,Confused - Clear,Consciousness
Daaji,Prayer creates an aspiration and a craving that resolves itself in profound meditation.,Troubled - Peaceful,Peace
Daaji,"A mind that is not balanced loses its radar, its direction.",Distracted Focussed,Focus
Lalaji,A person whose heart is glowing with love never dies.,Callous - Compassionate,Positivity
Daaji,Meditation done properly creates a condition and that condition changes us.,Restless - Calm,Peace
Daaji,Meditation is a journey from the complexity of the mind to the simplicity of the heart.,Unhappy - Happy,Positivity
Daaji,"With a pure heart, you can know so many things.",Insensitive - Kind  ,Negativity
Daaji,Meditation is all about making your consciousness a perfect mirror to see yourself.,Troubled - Peaceful,Consciousness
Daaji,"Samadhi means the absolute state of balance, just like the one that existed before creation.",Restless - Calm  ,Peace
Lalaji,"When the internal and external become one, the veil of plurality will drop off.",Restless - Calm  ,Anxiety
Lalaji,"He whose tongue is polite, civilised and cultured, has a large heart, pure and noble.",Restless - Calm  ,Negativity
Daaji,"Anger should not be projected outside, project it towards yourself to change. ",Restless - Calm  ,Negativity
Chariji,"Take criticism seriously, without anger or sadness. Use it for correcting yourself, and welcome it.",Restless - Calm  ,Positivity
Chariji,"We are not going to change the world. But when we change, the world will change.",Restless - Calm  ,Peace
Daaji,Regulate your thoughts to find inner stillness and clarity.,Restless - Calm  ,Consciousness
Lalaji,"He whose tongue is polite, civilized and cultured, has a large heart, pure and noble.",Restless- Calm  ,Positivity
Daaji,Without peace we cannot be creative.,Restless-Calm  ,Peace
Lalaji,Our soul and the soul of all is one and the same.,Restless-Calm  ,Consciousness
Babuji,The heart speaks loudest when we are listening to it.,Troubled - Peaceful  ,Focus
Babuji,"The more we listen, the more it guides us in the right direction",Troubled - Peaceful  ,Depression
Daaji,"Let us be contagious with our inner calmness, peace and joy.",Troubled - Peaceful  ,Depression
Chariji,"The quality of our meditation depends on our attitude, not on the length of time.",Troubled - Peaceful  ,Focus
Daaji,Infuse every action with all the love in your heart.,Troubled - Peaceful  ,Positivity
Chariji,"Believe in yourself and find a way forward, no matter what the challenge.",Troubled - Peaceful  ,Focus
Chariji,"When something ennobling is done, share that joy. ",Troubled - Peaceful  ,Depression
Babuji,"Be contagious with calmness, peace and a joyful state within.",Troubled - Peaceful  ,Anxiety
Daaji,Self-acceptance is a very vital attitude in any process of personal transformation. ,Troubled - Peaceful  ,Anxiety
Daaji,Where there is love there is no need for explanations.,Troubled - Peaceful  ,Positivity
Daaji,"When you feel peaceful, it is the signature of the soul.",Troubled-Peaceful  ,Peace
Daaji,"To create peace outside, it should be in the heart first.",Troubled-Peaceful  ,Consciousness
Babuji,Faith is a lively link connecting the mortal with the Immortal.,Troubled-Peaceful  ,Sleep
Lalaji,The home is the training centre for endurance.,Troubled-Peaceful  ,Positivity
Babuji,He who is continually giving will never be empty.,Uncertain - Confident  ,Negativity
Daaji,"Through practice and experience, we naturally develop trust and the courage to continue.",Uncertain - Confident  ,Positivity
Chariji,Courage is not in not being afraid; courage is in being able to overcome fear.,Uncertain - Confident  ,Depression
Lalaji,"Bondage lies in the mind, in ideas and in convictions.",Uncertain - Confident  ,Sleep
Babuji,"To succeed in all your pursuits, remove doubts and develop confidence.",Uncertain - Confident  ,Anxiety
Daaji,The path of spirituality is for the bold and courageous.,Uncertain - Confident  ,Consciousness
Daaji,"Whatever we do, we must excel and that has nothing to do with ego.",Uncertain - Confident  ,Focus
Daaji,Ego is not bad as long as you utilise it to become better and better.,Uncertain - Confident  ,Positivity
Babuji,"Iron will, together with proper means and guidance is the only thing required for complete success.",Uncertain - Confident  ,Focus
Daaji,Experience is greater than knowledge.,Uncertain - Confident  ,Positivity
Daaji,Strive for self-improvement in order to excel at whatever we do and expand our possibilities.,Uncertain - Confident  ,Focus
Daaji,"Instead of focusing on self-respect, let's concern ourselves with respecting others.",Unhappy - Happy,Negativity
Daaji,Learn to balance the inner and outer life.,Unhappy - Happy   ,Depression
Daaji,"Learn to accept with love, rather than defeat.",Unhappy - Happy  ,Negativity
Daaji,"Meditation helps you evaluate whether your thinking is right or wrong, beneficial or not.",Unhappy - Happy  ,Peace
Daaji,Real happiness is a state of mind wherein even the idea of happiness is totally absent.,Unhappy - Happy  ,Peace
Daaji,"The immaturity of love binds you, whereas the maturity of love frees you.",Unhappy - Happy  ,Consciousness
Babuji,Devotion and love remain so easy and yet so difficult of achievement at once.,Unhappy - Happy  ,Sleep
Daaji,"Create harmony without demanding. When you demand, it creates disturbance.",Unhappy - Happy  ,Sleep
Chariji,Let love give freedom to the loved one. The bird that flies out of the cage will also come back.,Unhappy -Happy  ,Negativity
Daaji,Happiness is inversely related to desires.,Unhappy-Happy  ,Peace
Daaji,"To be happy, our inner and outer states need to be in harmony.",Unhappy-Happy  ,Anxiety
Daaji,"When you go through difficult situations in life, you will emerge stronger than you were before.",Weary - Energetic,Depression
Daaji,Your heart contains that gigantic ocean we call love. The key is in your hands.,Weary - Energetic ,Positivity
Chariji,"A cage is still a cage, even if it is golden.",Weary - Energetic ,Anxiety
Daaji,Hope is an attitude evolving out of the inner faith in the heart.,Weary - Energetic  ,Positivity
Daaji,"When we learn to accept and love, every aspect of our life begins to thrive.",Weary - Energetic  ,Sleep
Daaji,A joyful heart attracts grace easily and naturally.,Weary - Energetic  ,Peace
Daaji,"With anything you do, try to do it joyfully and cheerfully.",Weary - Energetic  ,Positivity
Lalaji,Life cannot exist without manifestation.,Weary - Energetic  ,Consciousness
Daaji,I must infuse whatever I do with all the love in my heart.,Weary - Energetic  ,Sleep
Daaji,The moment you think work is hard you will feel tired. Just keep at it and enjoy the work.,Weary - energetic  ,Sleep
Babuji,Rest not till we have attained the real object of eternal peace and calmness.,Weary - Energetic  ,Peace
Daaji,The instinct to excel and push past the boundaries is part of being human.,Weary - Energetic  ,Positivity
Daaji,Wisdom is to utilise all our faculties at their best.,Weary - Energetic  ,Negativity
Daaji,"The future is determined by the present, by how we live now.",Weary- Energetic  ,Consciousness
Daaji,"Evolution is growth, change and transformation.",Uncertain - Confident  ,Positivity
Daaji,Wisdom is to have the maximum output with the minimum input.,Distracted - Focused  ,Positivity
Daaji,"We are the experiment, the experimenter, and the outcome. Our heart is our laboratory.",Restless-Calm  ,Consciousness
Chariji,"Where there is love, there can be no fear.",Troubled-Peaceful  ,Negativity
Lalaji,Home is a school for tolerance and patience.,Insensitive- Kind  ,Peace
Daaji,Through Heartfulness practices our actions move towards perfection.,Uncertain - Confident  ,Consciousness
Daaji,Destiny can be changed only in the present.,Restless-Calm  ,Positivity
Lalaji,Reality cannot be known if there is fear or skepticism.,Weary- Energetic  ,Focus
Daaji,Transformation demands change. Development demands change.,Confused-Clear  ,Positivity
Daaji,Do not fight with thoughts but simply remind yourself that you are meditating.,Distracted - Focused  ,Focus
Lalaji,The one form pervades all. The sea and the drop are one. Sea in the drop and the sea as the drop.,Troubled-Peaceful  ,Peace
Lalaji,"Speech is great, but silence can be greater.",Restless-Calm  ,Positivity
Daaji,The call of spirituality is change.,Weary- Energetic  ,Positivity
Lalaji,Sound is the manifestation of consciousness.,Distracted - Focused  ,Consciousness
Lalaji,"Virtuous is the action that is performed in fearlessness, courage and valour.",Uncertain - Confident  ,Positivity
Babuji,According to the law of Nature everything tends to go back to its source.,Dissatisfied- Content  ,Peace
Babuji,Life in life' is the real life. Then why should we fear death?,Troubled-Peaceful  ,Negativity
Babuji,When realisation is achieved books are useless.,Confused- Clear  ,Sleep
Babuji,"We can construct a house, but if the bricks are laid in a haphazard manner what is the use?",Distracted - Focused  ,Depression
Babuji,In the state of spirituality the bud opens into a blossom.,Dissatisfied- Content  ,Peace
Babuji,It is in the womb of a contemplative mind that harmony is born.,Restless-Calm  ,Peace
Daaji,"Through meditation, consciousness becomes your mirror that reflects your innate nature.",Troubled-Peaceful  ,Consciousness
Daaji,"In Heartfulness Meditation, we use the heart to regulate the mind.",Distracted - Focused  ,Peace
Babuji,"Meditation is necessary for building the mind, intellect and wisdom in the proper order.",Confused-Clear  ,Peace
Daaji,A pure mind finds its direction within because it is centered.,Confused- Clear  ,Consciousness
Chariji,The universe is love.,Callous- Compassionate  ,Positivity
Daaji,"The day you are not able to meditate, do you miss it?",Distracted - Focused  ,Sleep
Daaji,Transmission is the active catalyst for transformation.,Confused-Clear  ,Sleep
Babuji,Love is the inner awakening of Reality.,Uncertain - Confident  ,Depression
Daaji,"When many meditate together with hearts filled with love, unity and peace will come automatically.",Insensitive- Kind  ,Depression
Daaji,Let the heart be involved in all facets of your existence.,Callous- Compassionate  ,Positivity
Lalaji,Love alone does everything.,Callous- Compassionate  ,Peace
Chariji,Learn to be happy whatever the outer circumstances may be.,Dissatisfied- Content  ,Peace
Lalaji,"Knowledge is not an end in itself, but merely a means to an end.",Distracted - Focused  ,Positivity
Daaji,"The immaturity of love binds you, whereas the maturity of love frees you.",Troubled-Peaceful  ,Peace
Daaji,"Fear is created from the illusion of estrangement, along with ‘I’-ness.",Uncertain - Confident  ,Sleep
Daaji,Acceptance is the signature of evolution. ,Restless-Calm  ,Peace
Daaji,"To speak a lie you must be so creative, but to speak the truth you must be simple. ",Troubled-Peaceful  ,Focus
Daaji,"The truth is pure, coming straight from the heart.",Troubled-Peaceful  ,Focus
Daaji,The most important factor in achieving the highest spiritual attainments is self-confidence ,Uncertain - Confident  ,Focus
Daaji,The heart protests when we choose something not so good for us.,Confused - Clear,Peace
